snapshot,continent,country,state,county,city,lat,lon,value,label,category,source
2026-02,North America,United States,Idaho,Idaho South County,Boise South,43.4852,-116.0216,133.9,Boise South,Idaho,United States
2026-02,North America,United States,Idaho,Idaho South County,Idaho Falls West,43.5451,-116.0772,124.0,Idaho Falls West,Idaho,United States
2026-02,North America,United States,Illinois,Cook County,Chicago,41.9385,-87.7272,93.5,Chicago,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Chicago - North Sector,42.0092,-87.7376,107.5,Chicago - North Sector,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Chicago - North Sector - Pulse,41.9688,-87.6971,118.9,Chicago - North Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Chicago - Pulse,41.9585,-87.7305,103.7,Chicago - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Chicago - South Sector,41.8718,-87.6472,97.2,Chicago - South Sector,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Chicago - South Sector - Pulse,41.8821,-87.6940,107.8,Chicago - South Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Evanston,41.8570,-87.5319,135.5,Evanston,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Evanston - North Sector,41.8726,-87.5094,143.9,Evanston - North Sector,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Evanston - North Sector - Pulse,41.8516,-87.5384,157.1,Evanston - North Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Evanston - Pulse,41.8970,-87.5568,145.7,Evanston - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Evanston - South Sector,41.7793,-87.5819,138.4,Evanston - South Sector,Illinois,United States
2026-02,North America,United States,Illinois,Cook County,Evanston - South Sector - Pulse,41.7550,-87.6283,142.2,Evanston - South Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Naperville,41.7635,-88.1826,94.2,Naperville,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Naperville - North Sector,41.7289,-88.2093,106.6,Naperville - North Sector,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Naperville - North Sector - Pulse,41.7364,-88.1603,112.2,Naperville - North Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Naperville - Pulse,41.7403,-88.1606,103.4,Naperville - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Naperville - South Sector,41.7997,-88.1917,98.0,Naperville - South Sector,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Naperville - South Sector - Pulse,41.7517,-88.2108,102.0,Naperville - South Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Wheaton,41.7562,-88.2098,80.7,Wheaton,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Wheaton - North Sector,41.8342,-88.2080,91.8,Wheaton - North Sector,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Wheaton - North Sector - Pulse,41.8686,-88.2394,94.4,Wheaton - North Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Wheaton - Pulse,41.7934,-88.2291,88.1,Wheaton - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Wheaton - South Sector,41.8296,-88.2561,83.9,Wheaton - South Sector,Illinois,United States
2026-02,North America,United States,Illinois,DuPage County,Wheaton - South Sector - Pulse,41.8262,-88.2247,87.3,Wheaton - South Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Highland Park,42.3268,-87.8244,110.9,Highland Park,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Highland Park - North Sector,42.3346,-87.7821,123.1,Highland Park - North Sector,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Highland Park - North Sector - Pulse,42.3742,-87.8062,133.8,Highland Park - North Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Highland Park - Pulse,42.3736,-87.8307,115.9,Highland Park - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Highland Park - South Sector,42.3828,-87.8275,114.6,Highland Park - South Sector,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Highland Park - South Sector - Pulse,42.3914,-87.8086,123.2,Highland Park - South Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Waukegan,42.3399,-87.8345,137.1,Waukegan,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Waukegan - North Sector,42.3338,-87.8678,152.2,Waukegan - North Sector,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Waukegan - North Sector - Pulse,42.3475,-87.8881,166.1,Waukegan - North Sector - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Waukegan - Pulse,42.3571,-87.8683,147.4,Waukegan - Pulse,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Waukegan - South Sector,42.4180,-87.7985,141.7,Waukegan - South Sector,Illinois,United States
2026-02,North America,United States,Illinois,Lake County,Waukegan - South Sector - Pulse,42.4073,-87.7601,145.6,Waukegan - South Sector - Pulse,Illinois,United States
2026-02,North America,United States,Indiana,Allen County,Fort Wayne,40.9411,-85.0246,180.6,Fort Wayne,Indiana,United States
2026-02,North America,United States,Indiana,Allen County,New Haven,40.9633,-85.0513,157.5,New Haven,Indiana,United States
2026-02,North America,United States,Indiana,Lake County,Gary,41.5662,-87.2300,116.2,Gary,Indiana,United States
2026-02,North America,United States,Indiana,Lake County,Hammond,41.4628,-87.2547,74.3,Hammond,Indiana,United States
2026-02,North America,United States,Indiana,Marion County,Carmel,39.8804,-86.2373,169.7,Carmel,Indiana,United States
2026-02,North America,United States,Indiana,Marion County,Indianapolis,39.8318,-86.2235,151.4,Indianapolis,Indiana,United States
2026-02,North America,United States,Iowa,Iowa Central County,Cedar Rapids,41.6885,-93.7127,128.8,Cedar Rapids,Iowa,United States
2026-02,North America,United States,Iowa,Iowa Central County,Cedar Rapids Central,41.6294,-93.5370,79.3,Cedar Rapids Central,Iowa,United States
2026-02,North America,United States,Iowa,Iowa North County,Des Moines,41.6861,-93.8316,145.5,Des Moines,Iowa,United States
2026-02,North America,United States,Iowa,Iowa North County,Des Moines North,41.6846,-93.8826,127.8,Des Moines North,Iowa,United States
2026-02,North America,United States,Iowa,Iowa South County,Cedar Rapids West,41.3863,-93.6309,132.5,Cedar Rapids West,Iowa,United States
2026-02,North America,United States,Iowa,Iowa South County,Des Moines South,41.3297,-93.6073,96.7,Des Moines South,Iowa,United States
2026-02,North America,United States,Kansas,Kansas Central County,Overland Park,37.6938,-97.3742,71.9,Overland Park,Kansas,United States
2026-02,North America,United States,Kansas,Kansas Central County,Overland Park Central,37.7433,-97.3283,69.1,Overland Park Central,Kansas,United States
2026-02,North America,United States,Kansas,Kansas North County,Wichita,37.7210,-97.5152,102.1,Wichita,Kansas,United States
2026-02,North America,United States,Kansas,Kansas North County,Wichita North,37.9462,-97.4160,97.0,Wichita North,Kansas,United States
2026-02,North America,United States,Kansas,Kansas South County,Overland Park West,37.5867,-97.1062,80.4,Overland Park West,Kansas,United States
2026-02,North America,United States,Kansas,Kansas South County,Wichita South,37.4817,-97.0941,107.2,Wichita South,Kansas,United States
2026-02,North America,United States,Kentucky,Fayette County,Lexington,38.1749,-84.3880,129.1,Lexington,Kentucky,United States
2026-02,North America,United States,Kentucky,Fayette County,Nicholasville,38.1872,-84.4285,93.1,Nicholasville,Kentucky,United States
2026-02,North America,United States,Kentucky,Jefferson County,Louisville,38.3773,-85.8126,149.7,Louisville,Kentucky,United States
2026-02,North America,United States,Kentucky,Jefferson County,Shively,38.2824,-85.8631,117.1,Shively,Kentucky,United States
2026-02,North America,United States,Kentucky,Kenton County,Covington,39.0418,-84.4635,169.3,Covington,Kentucky,United States
2026-02,North America,United States,Kentucky,Kenton County,Erlanger,39.1260,-84.4368,126.0,Erlanger,Kentucky,United States
2026-02,North America,United States,Louisiana,East Baton Rouge,Baton Rouge,30.4884,-91.2972,64.2,Baton Rouge,Louisiana,United States
2026-02,North America,United States,Louisiana,East Baton Rouge,Zachary,30.4979,-91.0871,107.5,Zachary,Louisiana,United States
2026-02,North America,United States,Louisiana,Jefferson Parish,Kenner,29.8921,-90.0226,109.6,Kenner,Louisiana,United States
2026-02,North America,United States,Louisiana,Jefferson Parish,Marrero,29.9773,-90.2307,61.5,Marrero,Louisiana,United States
2026-02,North America,United States,Louisiana,Orleans Parish,Metairie,29.9773,-90.0349,75.1,Metairie,Louisiana,United States
2026-02,North America,United States,Louisiana,Orleans Parish,New Orleans,30.0200,-90.1681,104.0,New Orleans,Louisiana,United States
2026-02,North America,United States,Maine,Maine Central County,Bangor,43.6717,-70.1405,150.8,Bangor,Maine,United States
2026-02,North America,United States,Maine,Maine Central County,Bangor Central,43.6213,-70.1140,54.5,Bangor Central,Maine,United States
2026-02,North America,United States,Maine,Maine North County,Portland,43.8589,-70.4441,81.4,Portland,Maine,United States
2026-02,North America,United States,Maine,Maine North County,Portland North,43.7693,-70.3843,93.7,Portland North,Maine,United States
2026-02,North America,United States,Maine,Maine South County,Bangor West,43.3956,-70.1632,136.6,Bangor West,Maine,United States
2026-02,North America,United States,Maine,Maine South County,Portland South,43.4130,-70.2602,114.8,Portland South,Maine,United States
2026-02,North America,United States,Maryland,Baltimore City,Baltimore,39.3574,-76.5812,103.4,Baltimore,Maryland,United States
2026-02,North America,United States,Maryland,Baltimore City,Towson,39.4189,-76.6350,69.6,Towson,Maryland,United States
2026-02,North America,United States,Maryland,Montgomery County,Gaithersburg,39.0349,-77.1566,61.4,Gaithersburg,Maryland,United States
2026-02,North America,United States,Maryland,Montgomery County,Rockville,39.1531,-77.1998,79.5,Rockville,Maryland,United States
2026-02,North America,United States,Maryland,Prince George County,Bowie,38.7268,-76.8739,88.1,Bowie,Maryland,United States
2026-02,North America,United States,Maryland,Prince George County,Hyattsville,38.9378,-76.8423,73.4,Hyattsville,Maryland,United States
2026-02,North America,United States,Massachusetts,Essex County,Lynn,42.5468,-70.6856,84.5,Lynn,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Lynn - North Sector,42.6243,-70.6381,91.0,Lynn - North Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Lynn - North Sector - Pulse,42.6082,-70.6181,93.3,Lynn - North Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Lynn - Pulse,42.4982,-70.6472,90.4,Lynn - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Lynn - South Sector,42.5045,-70.6394,81.7,Lynn - South Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Lynn - South Sector - Pulse,42.5298,-70.6173,85.4,Lynn - South Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Salem,42.6543,-70.8072,98.0,Salem,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Salem - North Sector,42.6577,-70.7874,106.3,Salem - North Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Salem - North Sector - Pulse,42.6848,-70.7747,110.6,Salem - North Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Salem - Pulse,42.6672,-70.7612,100.7,Salem - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Salem - South Sector,42.7018,-70.7603,93.2,Salem - South Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Essex County,Salem - South Sector - Pulse,42.6611,-70.7789,95.8,Salem - South Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Cambridge,42.3373,-71.0795,143.9,Cambridge,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Cambridge - North Sector,42.3538,-71.1470,164.1,Cambridge - North Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Cambridge - North Sector - Pulse,42.3865,-71.1524,182.1,Cambridge - North Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Cambridge - Pulse,42.3078,-71.0498,149.8,Cambridge - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Cambridge - South Sector,42.2906,-71.0310,148.3,Cambridge - South Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Cambridge - South Sector - Pulse,42.2461,-71.0368,162.7,Cambridge - South Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Lowell,42.3865,-71.0196,109.9,Lowell,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Lowell - North Sector,42.3881,-71.0723,116.7,Lowell - North Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Lowell - North Sector - Pulse,42.3640,-71.1204,127.8,Lowell - North Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Lowell - Pulse,42.4093,-70.9808,121.3,Lowell - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Lowell - South Sector,42.4398,-70.9427,105.3,Lowell - South Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Middlesex County,Lowell - South Sector - Pulse,42.4349,-70.9775,112.7,Lowell - South Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Boston,42.4084,-70.9451,164.1,Boston,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Boston - North Sector,42.4810,-70.9292,188.6,Boston - North Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Boston - North Sector - Pulse,42.4705,-70.9227,206.6,Boston - North Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Boston - Pulse,42.4414,-70.9424,169.2,Boston - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Boston - South Sector,42.4433,-70.9244,162.0,Boston - South Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Boston - South Sector - Pulse,42.4208,-70.9669,178.8,Boston - South Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Revere,42.3600,-71.1051,151.6,Revere,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Revere - North Sector,42.4359,-71.0587,161.5,Revere - North Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Revere - North Sector - Pulse,42.3865,-71.0959,173.7,Revere - North Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Revere - Pulse,42.3786,-71.0805,155.4,Revere - Pulse,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Revere - South Sector,42.3097,-71.0381,149.7,Revere - South Sector,Massachusetts,United States
2026-02,North America,United States,Massachusetts,Suffolk County,Revere - South Sector - Pulse,42.2621,-71.0622,154.3,Revere - South Sector - Pulse,Massachusetts,United States
2026-02,North America,United States,Michigan,Kent County,Grand Rapids,42.8663,-85.7904,96.7,Grand Rapids,Michigan,United States
2026-02,North America,United States,Michigan,Kent County,Wyoming,42.9229,-85.8140,132.5,Wyoming,Michigan,United States
2026-02,North America,United States,Michigan,Oakland County,Pontiac,42.6229,-82.9422,79.3,Pontiac,Michigan,United States
2026-02,North America,United States,Michigan,Oakland County,Troy,42.6820,-83.1179,128.8,Troy,Michigan,United States
2026-02,North America,United States,Michigan,Wayne County,Dearborn,42.2492,-83.1834,127.8,Dearborn,Michigan,United States
2026-02,North America,United States,Michigan,Wayne County,Detroit,42.2507,-83.1324,145.5,Detroit,Michigan,United States
2026-02,North America,United States,Minnesota,Dakota County,Burnsville,44.8636,-93.0830,80.4,Burnsville,Minnesota,United States
2026-02,North America,United States,Minnesota,Dakota County,Eagan,44.7586,-93.0709,107.2,Eagan,Minnesota,United States
2026-02,North America,United States,Minnesota,Hennepin County,Bloomington,45.0568,-93.2309,97.0,Bloomington,Minnesota,United States
2026-02,North America,United States,Minnesota,Hennepin County,Minneapolis,44.8316,-93.3301,102.1,Minneapolis,Minnesota,United States
2026-02,North America,United States,Minnesota,Ramsey County,Maplewood,45.0098,-93.0882,69.1,Maplewood,Minnesota,United States
2026-02,North America,United States,Minnesota,Ramsey County,Saint Paul,44.9603,-93.1341,71.9,Saint Paul,Minnesota,United States
2026-02,North America,United States,Mississippi,Mississippi Central County,Gulfport,32.3611,-90.2866,110.0,Gulfport,Mississippi,United States
2026-02,North America,United States,Mississippi,Mississippi Central County,Gulfport Central,32.4056,-90.2504,90.2,Gulfport Central,Mississippi,United States
2026-02,North America,United States,Mississippi,Mississippi North County,Jackson,32.4983,-90.3377,72.2,Jackson,Mississippi,United States
2026-02,North America,United States,Mississippi,Mississippi North County,Jackson North,32.5165,-90.4081,70.0,Jackson North,Mississippi,United States
2026-02,North America,United States,Mississippi,Mississippi South County,Gulfport West,32.1287,-90.1327,114.6,Gulfport West,Mississippi,United States
2026-02,North America,United States,Mississippi,Mississippi South County,Jackson South,32.0134,-89.9025,106.9,Jackson South,Mississippi,United States
2026-02,North America,United States,Missouri,Greene County,Republic,37.1054,-93.3387,136.6,Republic,Missouri,United States
2026-02,North America,United States,Missouri,Greene County,Springfield,37.1228,-93.4357,114.8,Springfield,Missouri,United States
2026-02,North America,United States,Missouri,Jackson County,Independence,39.0619,-94.4358,54.5,Independence,Missouri,United States
2026-02,North America,United States,Missouri,Jackson County,Kansas City,39.1123,-94.4623,150.8,Kansas City,Missouri,United States
2026-02,North America,United States,Missouri,St. Louis County,Florissant,38.5572,-90.2069,93.7,Florissant,Missouri,United States
2026-02,North America,United States,Missouri,St. Louis County,St. Louis,38.6468,-90.2667,81.4,St. Louis,Missouri,United States
2026-02,North America,United States,Montana,Montana Central County,Missoula,45.7561,-108.3843,116.2,Missoula,Montana,United States
2026-02,North America,United States,Montana,Montana Central County,Missoula Central,45.6527,-108.4090,74.3,Missoula Central,Montana,United States
2026-02,North America,United States,Montana,Montana North County,Billings,46.0267,-108.6861,151.4,Billings,Montana,United States
2026-02,North America,United States,Montana,Montana North County,Billings North,46.0753,-108.6999,169.7,Billings North,Montana,United States
2026-02,North America,United States,Montana,Montana South County,Billings South,45.4851,-108.2459,180.6,Billings South,Montana,United States
2026-02,North America,United States,Montana,Montana South County,Missoula West,45.5073,-108.2726,157.5,Missoula West,Montana,United States
2026-02,North America,United States,Nebraska,Nebraska Central County,Lincoln,41.3779,-95.8729,86.0,Lincoln,Nebraska,United States
2026-02,North America,United States,Nebraska,Nebraska Central County,Lincoln Central,41.2054,-95.9079,115.6,Lincoln Central,Nebraska,United States
2026-02,North America,United States,Nebraska,Nebraska North County,Omaha,41.5292,-96.0678,122.2,Omaha,Nebraska,United States
2026-02,North America,United States,Nebraska,Nebraska North County,Omaha North,41.2892,-95.9415,70.5,Omaha North,Nebraska,United States
2026-02,North America,United States,Nebraska,Nebraska South County,Lincoln West,41.1790,-95.7597,103.7,Lincoln West,Nebraska,United States
2026-02,North America,United States,Nebraska,Nebraska South County,Omaha South,41.0706,-95.7552,80.3,Omaha South,Nebraska,United States
2026-02,North America,United States,Nevada,Carson City County,Carson City,39.1301,-119.6271,93.7,Carson City,Nevada,United States
2026-02,North America,United States,Nevada,Carson City County,Minden,39.1586,-119.8994,60.9,Minden,Nevada,United States
2026-02,North America,United States,Nevada,Clark County,Henderson,36.0546,-115.1080,164.2,Henderson,Nevada,United States
2026-02,North America,United States,Nevada,Clark County,Las Vegas,36.0784,-115.1139,117.2,Las Vegas,Nevada,United States
2026-02,North America,United States,Nevada,Washoe County,Reno,39.5789,-119.8159,137.0,Reno,Nevada,United States
2026-02,North America,United States,Nevada,Washoe County,Sparks,39.5182,-119.7201,157.9,Sparks,Nevada,United States
2026-02,North America,United States,New Hampshire,New Hampshire Central County,Manchester,43.2065,-71.4969,79.5,Manchester,New Hampshire,United States
2026-02,North America,United States,New Hampshire,New Hampshire Central County,Manchester Central,43.0883,-71.4537,61.4,Manchester Central,New Hampshire,United States
2026-02,North America,United States,New Hampshire,New Hampshire North County,Concord,43.4551,-71.6266,103.4,Concord,New Hampshire,United States
2026-02,North America,United States,New Hampshire,New Hampshire North County,Concord North,43.5166,-71.6804,69.6,Concord North,New Hampshire,United States
2026-02,North America,United States,New Hampshire,New Hampshire South County,Concord South,42.9449,-71.4215,88.1,Concord South,New Hampshire,United States
2026-02,North America,United States,New Hampshire,New Hampshire South County,Manchester West,43.1559,-71.3899,73.4,Manchester West,New Hampshire,United States
2026-02,North America,United States,New Jersey,Bergen County,Fort Lee,40.8128,-74.1331,54.8,Fort Lee,New Jersey,United States
2026-02,North America,United States,New Jersey,Bergen County,Hackensack,40.9646,-74.1236,110.7,Hackensack,New Jersey,United States
2026-02,North America,United States,New Jersey,Essex County,East Orange,40.7527,-74.0262,57.5,East Orange,New Jersey,United States
2026-02,North America,United States,New Jersey,Essex County,Newark,40.7297,-74.1161,137.0,Newark,New Jersey,United States
2026-02,North America,United States,New Jersey,Middlesex County,Edison,40.5167,-74.4105,45.6,Edison,New Jersey,United States
2026-02,North America,United States,New Jersey,Middlesex County,New Brunswick,40.3621,-74.5626,125.2,New Brunswick,New Jersey,United States
2026-02,North America,United States,New Mexico,New Mexico Central County,Santa Fe,35.1093,-106.6571,94.0,Santa Fe,New Mexico,United States
2026-02,North America,United States,New Mexico,New Mexico Central County,Santa Fe Central,35.1674,-106.7479,143.0,Santa Fe Central,New Mexico,United States
2026-02,North America,United States,New Mexico,New Mexico North County,Albuquerque,35.1822,-106.6552,123.3,Albuquerque,New Mexico,United States
2026-02,North America,United States,New Mexico,New Mexico North County,Albuquerque North,35.2560,-106.8964,165.7,Albuquerque North,New Mexico,United States
2026-02,North America,United States,New Mexico,New Mexico South County,Albuquerque South,34.8076,-106.5658,140.3,Albuquerque South,New Mexico,United States
2026-02,North America,United States,New Mexico,New Mexico South County,Santa Fe West,34.8147,-106.6364,86.7,Santa Fe West,New Mexico,United States
2026-02,North America,United States,New York,Erie County,Buffalo,42.9155,-78.9776,150.3,Buffalo,New York,United States
2026-02,North America,United States,New York,Erie County,Buffalo - North Sector,42.8772,-78.9826,169.4,Buffalo - North Sector,New York,United States
2026-02,North America,United States,New York,Erie County,Buffalo - North Sector - Pulse,42.9178,-78.9945,185.6,Buffalo - North Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Erie County,Buffalo - Pulse,42.9541,-78.9609,166.8,Buffalo - Pulse,New York,United States
2026-02,North America,United States,New York,Erie County,Buffalo - South Sector,42.9213,-79.0195,152.9,Buffalo - South Sector,New York,United States
2026-02,North America,United States,New York,Erie County,Buffalo - South Sector - Pulse,42.9666,-79.0588,168.7,Buffalo - South Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Erie County,Tonawanda,42.9936,-78.7908,120.8,Tonawanda,New York,United States
2026-02,North America,United States,New York,Erie County,Tonawanda - North Sector,43.0631,-78.7431,134.7,Tonawanda - North Sector,New York,United States
2026-02,North America,United States,New York,Erie County,Tonawanda - North Sector - Pulse,43.1018,-78.7355,138.4,Tonawanda - North Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Erie County,Tonawanda - Pulse,43.0234,-78.7988,133.3,Tonawanda - Pulse,New York,United States
2026-02,North America,United States,New York,Erie County,Tonawanda - South Sector,43.0424,-78.8324,114.8,Tonawanda - South Sector,New York,United States
2026-02,North America,United States,New York,Erie County,Tonawanda - South Sector - Pulse,43.0472,-78.7874,117.3,Tonawanda - South Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Kings County,Brooklyn,40.6090,-74.0615,112.9,Brooklyn,New York,United States
2026-02,North America,United States,New York,Kings County,Brooklyn - North Sector,40.6425,-74.1121,128.8,Brooklyn - North Sector,New York,United States
2026-02,North America,United States,New York,Kings County,Brooklyn - North Sector - Pulse,40.6389,-74.1516,136.8,Brooklyn - North Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Kings County,Brooklyn - Pulse,40.6508,-74.0298,123.2,Brooklyn - Pulse,New York,United States
2026-02,North America,United States,New York,Kings County,Brooklyn - South Sector,40.6615,-74.0313,108.1,Brooklyn - South Sector,New York,United States
2026-02,North America,United States,New York,Kings County,Brooklyn - South Sector - Pulse,40.6834,-74.0230,116.2,Brooklyn - South Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Kings County,Williamsburg,40.7769,-73.9741,111.0,Williamsburg,New York,United States
2026-02,North America,United States,New York,Kings County,Williamsburg - North Sector,40.7002,-74.0361,122.4,Williamsburg - North Sector,New York,United States
2026-02,North America,United States,New York,Kings County,Williamsburg - North Sector - Pulse,40.7048,-74.0451,132.2,Williamsburg - North Sector - Pulse,New York,United States
2026-02,North America,United States,New York,Kings County,Williamsburg - Pulse,40.7705,-74.0030,121.2,Williamsburg - Pulse,New York,United States
2026-02,North America,United States,New York,Kings County,Williamsburg - South Sector,40.8464,-74.0107,106.3,Williamsburg - South Sector,New York,United States
2026-02,North America,United States,New York,Kings County,Williamsburg - South Sector - Pulse,40.7982,-74.0147,111.9,Williamsburg - South Sector - Pulse,New York,United States
2026-02,North America,United States,New York,New York County,Harlem,40.5799,-74.1067,139.2,Harlem,New York,United States
2026-02,North America,United States,New York,New York County,Harlem - North Sector,40.5245,-74.1377,152.1,Harlem - North Sector,New York,United States
2026-02,North America,United States,New York,New York County,Harlem - North Sector - Pulse,40.5676,-74.1338,156.4,Harlem - North Sector - Pulse,New York,United States
2026-02,North America,United States,New York,New York County,Harlem - Pulse,40.6100,-74.0627,144.3,Harlem - Pulse,New York,United States
2026-02,North America,United States,New York,New York County,Harlem - South Sector,40.6434,-74.1038,136.8,Harlem - South Sector,New York,United States
2026-02,North America,United States,New York,New York County,Harlem - South Sector - Pulse,40.6648,-74.0907,142.4,Harlem - South Sector - Pulse,New York,United States
2026-02,North America,United States,New York,New York County,New York,40.7009,-74.0103,165.1,New York,New York,United States
2026-02,North America,United States,New York,New York County,New York - North Sector,40.6999,-74.0263,184.9,New York - North Sector,New York,United States
2026-02,North America,United States,New York,New York County,New York - North Sector - Pulse,40.7056,-74.0195,195.5,New York - North Sector - Pulse,New York,United States
2026-02,North America,United States,New York,New York County,New York - Pulse,40.6856,-73.9759,170.2,New York - Pulse,New York,United States
2026-02,North America,United States,New York,New York County,New York - South Sector,40.7053,-73.9826,160.3,New York - South Sector,New York,United States
2026-02,North America,United States,New York,New York County,New York - South Sector - Pulse,40.6755,-73.9487,177.9,New York - South Sector - Pulse,New York,United States
2026-02,North America,United States,North Carolina,Durham County,Chapel Hill,36.0841,-78.9135,124.0,Chapel Hill,North Carolina,United States
2026-02,North America,United States,North Carolina,Durham County,Durham,36.0242,-78.8579,133.9,Durham,North Carolina,United States
2026-02,North America,United States,North Carolina,Mecklenburg County,Charlotte,35.1929,-80.7417,88.3,Charlotte,North Carolina,United States
2026-02,North America,United States,North Carolina,Mecklenburg County,Huntersville,35.1387,-80.7413,134.4,Huntersville,North Carolina,United States
2026-02,North America,United States,North Carolina,Wake County,Cary,35.7334,-78.5427,102.3,Cary,North Carolina,United States
2026-02,North America,United States,North Carolina,Wake County,Raleigh,35.8934,-78.5440,129.0,Raleigh,North Carolina,United States
2026-02,North America,United States,North Dakota,North Dakota Central County,Fargo,46.8452,-100.8938,64.2,Fargo,North Dakota,United States
2026-02,North America,United States,North Dakota,North Dakota Central County,Fargo Central,46.8547,-100.6837,107.5,Fargo Central,North Dakota,United States
2026-02,North America,United States,North Dakota,North Dakota North County,Bismarck,47.0572,-101.0003,104.0,Bismarck,North Dakota,United States
2026-02,North America,United States,North Dakota,North Dakota North County,Bismarck North,47.0145,-100.8671,75.1,Bismarck North,North Dakota,United States
